subject_id,marker,roi,motion_correction,hpf,baseline_m10_0,stim_m0_30,response_m5_30,response_minus_baseline_m5_30
P05,M3,Left_Temporal,none,0,-0.07065002761169252,-7.727433753554529e-2,-0.079508524988942314,-8.858497377249770e-3
P05,M3,PFC_Frontal,none,0,2.254556837134832e-2,-0.122566099079177,-0.14799642165676344,-0.17054199002811182
P05,M3,Right_Temporal,none,0,-1.3658524951329223e-2,-0.040723754820332081,-0.043824501437444152,-3.0165976486114915e-2
P05,M3,head,none,0,-2.1019914964075054e-3,-9.8350078926324329e-2,-1.15108837487784280e-1,-0.11300684599137678
P05,M4,Left_Temporal,none,0,0.17689762607505077,0.085403575757359684,0.076030029776622585,-1.00867596298428216e-1
P05,M4,PFC_Frontal,none,0,0.57143989822203212,1.17960409781516664e-1,6.1126296087932661e-2,-0.51031360213409938
P05,M4,Right_Temporal,none,0,0.078257319622187294,2.8761940031025355e-2,0.02039278899985645,-0.057864530622330823
P05,M4,head,none,0,0.40234945046073189,9.4768923348250249e-2,5.620633924995427e-2,-0.34614311121077751
P05,M5,Left_Temporal,none,0,-0.064729235156719606,-4.1279757792229749e-2,-3.594713267335855e-2,2.87821024833610449e-2
P05,M5,PFC_Frontal,none,0,-0.080388780882079333,-0.24094354068035101,-0.26838481558846533,-0.18799603470638596
P05,M5,Right_Temporal,none,0,1.0311347325470194e-2,-0.03423107267093909,-0.040107198761617481,-5.0418546087087708e-2
P05,M5,head,none,0,-0.060129795371048893,-0.1635385405093924,-0.18062952039952157,-1.2049972502847258e-1
P05,M6,Left_Temporal,none,0,-6.2288985100309541e-2,-0.096837235635498287,-9.258901249018574e-2,-3.030002738987620000e-2
P05,M6,PFC_Frontal,none,0,-0.051267589664311511,-0.15141970318286208,-0.1547645535320829,-1.034969638677713370e-1
P05,M6,Right_Temporal,none,0,0.020464575247542562,-3.962869003518880e-2,-4.241513857238527e-2,-0.062879713819927824
P05,M6,head,none,0,-3.970363357367230e-2,-0.11972951638380738,-0.12152170476987426,-0.081818071196202075
P06,M3,Left_Temporal,none,0,-2.2097029959523867e-2,-0.033599890634115781,-1.5667577444066222e-2,6.429452515457651e-3
P06,M3,PFC_Frontal,none,0,0.16560914595291515,0.08963801307985686,0.082250653359623005,-8.335849259329209e-2
P06,M3,Right_Temporal,none,0,1.061930758315496730e-1,-0.22334043996218167,-0.25753833402202564,-0.36373140985357538
P06,M3,head,none,0,0.11853824194647612,6.549183221568884e-3,-1.1221501042508246e-3,-0.11966039205072704
P06,M4,Left_Temporal,none,0,-0.019461466232488601,0.039313539550285402,0.089933765636422663,0.10939523186891124
P06,M4,PFC_Frontal,none,0,0.14550396697226978,-8.954695040902630e-2,-0.068802015152451684,-0.21430598212472149
P06,M4,Right_Temporal,none,0,0.66202990909165838,4.990306323928489e-2,2.0619270140663675e-2,-0.6414106389509947
P06,M4,head,none,0,0.21246787343219928,-3.8440187817098172e-2,-2.1534002565406051e-2,-2.34001875997605360e-1
